CustomerID,Age,Gender,Region,AnnualIncome_USD,SpendingScore,ProductCategory,NumPurchasesPerYear,PurchaseAmount_USD,TenureMonths,SatisfactionScore,Churned
CUST00353,54,Female,East,70000,24.1,Fashion,3,392.83,68,2.7,0
CUST00354,40,Male,West,57300,59.8,Beauty,13,390.94,37,4.1,0
CUST00355,32,Male,South,42000,35.5,Beauty,3,355.96,38,2.4,1
CUST00356,47,Female,Central,52800,41.9,Fashion,5,359.41,11,4.3,0
CUST00357,49,Male,West,60600,52.1,Beauty,4,427.54,1,3.0,0
CUST00358,20,Female,Central,48900,31.3,Beauty,2,345.62,25,3.4,0
CUST00359,42,Female,West,42500,37.5,Groceries,3,126.03,42,3.1,0
CUST00360,43,Female,North,41300,27.6,Groceries,8,123.91,52,2.5,0
CUST00361,31,Male,South,45800,47.9,Fashion,6,360.64,24,4.5,0
CUST00362,52,Female,North,62700,15.5,Electronics,3,493.23,53,3.8,0
CUST00363,33,Male,Central,47600,37.0,Sports,5,343.6,56,5.0,0
CUST00364,37,Female,West,51600,32.1,Sports,2,380.8,63,3.4,0
CUST00365,33,Female,West,44000,41.1,Beauty,6,344.31,8,2.8,0
CUST00366,35,Male,South,61200,51.6,Electronics,10,693.55,59,3.4,0
CUST00367,22,Other,North,22300,17.7,Fashion,1,61.85,45,3.5,0
CUST00368,18,Female,West,25800,21.3,Fashion,6,210.65,27,4.7,0
CUST00369,54,Male,East,63000,39.1,Groceries,4,225.72,52,4.6,0
CUST00370,25,Male,South,24500,15.8,Beauty,1,146.45,18,2.1,0
CUST00371,23,Male,West,36000,44.6,Home & Living,9,377.98,16,4.4,0
CUST00372,18,Male,North,48300,39.5,Fashion,5,402.5,66,4.7,0
CUST00373,27,Male,South,41100,1.4,Beauty,1,227.15,5,3.6,0
CUST00374,19,Female,East,36200,31.5,Electronics,4,466.26,3,2.7,1
CUST00375,55,Male,North,53400,21.7,Groceries,4,129.97,70,3.5,0
CUST00376,47,Male,Central,52400,16.7,Sports,1,249.73,7,3.3,0
CUST00377,27,Female,North,37600,19.2,Electronics,1,359.47,50,3.4,0
CUST00378,62,Male,North,67800,42.0,Fashion,9,590.56,14,4.5,0
CUST00379,47,Female,North,69500,62.9,Fashion,14,585.4,38,3.3,0
CUST00380,31,Male,West,49400,43.8,Electronics,5,609.31,47,2.4,0
CUST00381,18,Male,East,23300,21.0,Fashion,3,170.6,33,2.5,0
CUST00382,62,Female,East,72900,49.3,Beauty,9,464.87,43,2.8,0
CUST00383,18,Female,North,37800,31.8,Fashion,7,430.83,29,3.4,0
CUST00384,18,Female,North,43600,32.6,Groceries,1,182.7,57,4.1,0
CUST00385,47,Female,East,72200,34.8,Beauty,3,352.93,5,3.3,0
CUST00386,64,Female,West,63300,16.1,Home & Living,2,387.19,60,4.4,0
CUST00387,52,Male,Central,54900,31.4,Fashion,7,243.57,70,3.9,0
CUST00388,42,Male,North,42400,33.7,Fashion,13,386.96,2,3.0,0
CUST00389,42,Female,East,51600,36.4,Groceries,5,187.69,70,5.0,0
CUST00390,45,Female,Central,60400,37.0,Groceries,2,224.2,43,4.7,0
CUST00391,44,Other,South,64300,33.4,Sports,7,354.79,4,3.6,1
CUST00392,38,Male,Central,49600,45.0,Electronics,11,596.77,56,4.8,0
CUST00393,36,Male,North,45700,20.2,Electronics,4,403.56,59,2.5,0
CUST00394,34,Female,Central,48300,47.6,Electronics,5,690.29,9,2.8,0
CUST00395,26,Male,West,32600,19.2,Groceries,6,82.79,3,2.7,0
CUST00396,32,Female,Central,64000,39.8,Electronics,9,802.02,48,3.4,0
CUST00397,18,Female,West,18800,7.8,Electronics,1,198.59,43,2.5,0
CUST00398,34,Male,South,48600,32.5,Home & Living,7,320.54,1,3.5,0
CUST00399,23,Female,Central,55800,58.5,Electronics,13,742.53,57,5.0,0
CUST00400,22,Female,South,36800,41.5,Fashion,10,314.55,53,3.9,0
CUST00401,37,Male,South,47700,48.6,Sports,8,263.26,16,3.9,0
CUST00402,52,Female,West,59000,44.9,Groceries,6,308.26,51,3.8,0
CUST00403,46,Female,West,55500,25.3,Beauty,8,304.8,55,3.6,0
CUST00404,18,Female,Central,45700,38.3,Sports,3,375.65,1,3.9,0
CUST00405,23,Male,North,17600,13.6,Home & Living,4,162.95,28,2.3,0
CUST00406,46,Female,West,70900,64.2,Groceries,7,193.7,53,2.3,0
CUST00407,23,Male,West,24700,13.0,Groceries,5,47.68,58,2.7,0
CUST00408,32,Male,North,42800,46.3,Fashion,7,452.73,60,4.7,0
CUST00409,42,Female,South,49800,47.1,Sports,12,333.95,59,4.1,0
CUST00410,23,Male,South,42800,60.7,Sports,12,274.23,22,3.7,0
CUST00411,36,Male,South,34200,23.9,Electronics,1,365.86,8,4.6,0
CUST00412,19,Female,Central,38300,45.8,Fashion,12,371.61,49,2.9,0
CUST00413,28,Female,West,60000,75.1,Electronics,17,896.81,42,5.0,0
CUST00414,39,Female,West,38900,23.3,Electronics,7,449.25,27,3.3,0
CUST00415,18,Female,Central,35000,17.2,Groceries,1,144.38,39,3.2,0
CUST00416,40,Male,South,46000,12.2,Sports,1,250.77,25,3.5,0
CUST00417,35,Male,West,51600,48.6,Electronics,9,728.56,38,4.1,0
CUST00418,42,Male,East,53900,16.4,Home & Living,1,250.24,24,3.3,1
CUST00419,38,Female,Central,44500,30.0,Home & Living,10,395.07,24,4.0,0
CUST00420,51,Female,North,65700,48.5,Sports,9,504.09,60,4.2,0
CUST00421,37,Female,Central,65700,50.3,Home & Living,1,494.5,50,3.8,0
CUST00422,30,Female,North,41800,40.7,Groceries,8,78.9,66,3.6,0
CUST00423,36,Male,South,55100,44.5,Fashion,6,403.27,14,3.6,0
CUST00424,42,Female,West,42100,47.0,Beauty,8,252.95,53,2.8,0
CUST00425,36,Male,South,40000,21.0,Electronics,2,442.33,32,2.8,0
CUST00426,35,Female,West,52000,32.1,Beauty,8,237.38,48,3.5,0
CUST00427,27,Male,East,54300,35.2,Fashion,9,350.16,39,4.2,0
CUST00428,27,Female,West,44200,48.1,Fashion,9,380.0,40,5.0,0
CUST00429,18,Male,South,30500,43.6,Groceries,6,219.68,42,3.6,0
CUST00430,56,Male,North,65600,46.8,Home & Living,8,551.53,8,2.0,1
CUST00431,20,Male,South,23700,42.0,Home & Living,7,314.68,26,2.9,0
CUST00432,27,Female,East,46400,25.4,Fashion,2,314.91,12,3.9,0
CUST00433,26,Female,North,48000,60.9,Groceries,12,301.41,43,3.0,0
CUST00434,46,Male,South,53000,55.3,Groceries,11,177.18,51,2.8,0
CUST00435,31,Male,South,40100,43.0,Sports,12,419.93,63,4.6,0
CUST00436,50,Female,North,62900,63.2,Electronics,14,839.89,49,4.5,0
CUST00437,27,Male,East,37000,13.8,Home & Living,1,237.53,27,2.3,0
CUST00438,38,Female,Central,49700,31.5,Fashion,8,514.26,9,2.7,0
CUST00439,25,Female,North,58100,38.7,Sports,4,331.6,39,4.7,0
CUST00440,61,Male,East,67600,49.6,Beauty,10,361.75,65,4.8,0
CUST00441,21,Male,West,32600,20.4,Home & Living,2,185.35,71,3.1,0
CUST00442,39,Other,South,45300,43.8,Electronics,4,641.4,71,2.7,0
CUST00443,43,Male,West,61200,59.6,Groceries,11,348.91,7,3.5,0
CUST00444,40,Male,South,50400,45.8,Fashion,1,533.55,72,4.0,0
CUST00445,33,Female,East,40200,37.0,Home & Living,1,452.88,67,4.3,0
CUST00446,33,Female,North,57900,32.8,Beauty,5,283.63,10,3.8,0
CUST00447,36,Other,West,61400,35.6,Electronics,6,610.28,71,3.5,0
CUST00448,33,Female,West,40600,48.8,Electronics,7,487.51,53,3.6,0
CUST00449,47,Male,North,41200,38.7,Sports,2,449.49,57,3.3,0
CUST00450,62,Male,South,79800,47.7,Home & Living,5,651.59,27,3.0,0
CUST00451,28,Female,Central,35600,27.4,Beauty,6,176.47,54,4.3,0
CUST00452,19,Female,East,41300,14.9,Electronics,4,444.13,4,3.4,0
CUST00453,34,Male,East,29200,13.5,Fashion,2,132.48,23,2.1,1
CUST00454,66,Female,Central,82100,71.1,Electronics,15,1027.63,48,4.8,0
CUST00455,25,Male,West,28300,13.6,Beauty,3,125.9,42,3.4,0
CUST00456,55,Female,East,71300,47.6,Groceries,6,280.88,3,3.8,0
CUST00457,55,Male,West,64900,53.4,Groceries,8,238.13,3,2.3,0
CUST00458,28,Male,Central,33200,15.9,Sports,1,112.52,28,2.7,0
CUST00459,42,Male,East,50000,38.8,Home & Living,6,440.09,63,4.3,0
CUST00460,55,Male,East,70900,56.3,Beauty,13,478.98,31,2.8,0
CUST00461,30,Male,South,44500,37.5,Sports,8,333.75,10,3.1,0
CUST00462,33,Female,Central,51300,74.9,Electronics,17,878.15,49,3.2,0
CUST00463,28,Female,West,59600,27.4,Electronics,4,502.84,21,3.2,0
CUST00464,23,Female,North,23500,39.3,Groceries,11,127.95,53,3.8,0
CUST00465,27,Other,Central,55500,43.2,Sports,7,365.97,54,3.9,0
CUST00466,20,Male,East,35900,44.7,Groceries,12,210.49,57,3.6,0
CUST00467,35,Male,North,39700,37.9,Fashion,6,351.67,20,3.7,0
CUST00468,26,Female,East,28100,19.7,Groceries,5,138.97,49,3.9,0
CUST00469,38,Male,South,48600,39.8,Fashion,11,462.98,7,3.3,0
CUST00470,18,Other,Central,41600,17.4,Electronics,2,424.67,29,3.1,0
CUST00471,39,Male,North,50000,44.8,Sports,8,404.55,48,4.7,0
CUST00472,45,Other,Central,69900,51.5,Fashion,12,485.6,13,3.7,0
CUST00473,18,Male,East,20200,34.0,Sports,5,223.43,3,2.3,0
CUST00474,39,Female,North,51000,50.9,Sports,5,385.79,2,3.7,0
CUST00475,50,Female,Central,49200,37.7,Fashion,13,370.01,16,4.1,0
CUST00476,20,Other,East,38300,38.7,Home & Living,5,356.42,6,3.2,1
CUST00477,55,Male,South,72700,35.6,Groceries,6,161.36,45,3.7,0
CUST00478,40,Female,East,48200,27.6,Fashion,8,222.15,71,2.5,0
CUST00479,27,Other,Central,17500,35.7,Electronics,4,311.82,5,2.6,1
CUST00480,34,Female,South,48700,55.8,Sports,6,440.76,56,4.7,0
CUST00481,42,Female,North,57600,38.4,Beauty,7,232.45,71,3.5,0
CUST00482,36,Female,North,52200,40.6,Fashion,1,418.19,32,3.5,0
CUST00483,41,Male,South,64000,34.8,Groceries,5,315.1,49,3.2,0
CUST00484,24,Female,West,28800,43.7,Sports,8,360.12,13,3.5,0
CUST00485,37,Female,East,55600,49.8,Home & Living,7,616.48,30,4.0,0
CUST00486,18,Female,South,44000,64.5,Electronics,6,738.51,25,4.1,0
CUST00487,34,Male,North,30900,16.9,Home & Living,8,303.55,60,3.1,0
CUST00488,24,Male,South,41300,32.9,Beauty,6,199.27,59,4.0,0
CUST00489,26,Female,Central,35600,35.9,Fashion,10,283.84,28,4.8,0
CUST00490,50,Female,South,59800,47.6,Sports,7,274.77,58,4.5,0
CUST00491,48,Male,Central,61900,39.3,Fashion,4,525.09,20,3.6,0
CUST00492,42,Female,East,49300,25.6,Groceries,5,244.78,34,2.0,0
CUST00493,22,Male,North,30600,42.0,Fashion,6,295.49,5,3.0,0
CUST00494,31,Male,Central,44700,45.7,Electronics,4,577.95,60,5.0,0
CUST00495,50,Male,East,50700,23.2,Beauty,8,194.96,43,4.7,0
CUST00496,37,Male,West,39700,48.1,Home & Living,6,455.94,57,4.4,0
CUST00497,63,Female,Central,77700,60.6,Beauty,5,519.75,57,3.5,0
CUST00498,40,Male,North,41700,33.7,Sports,10,203.77,54,3.9,0
CUST00499,37,Other,North,55400,42.6,Fashion,6,465.14,45,4.5,0
CUST00500,31,Other,West,48500,46.1,Sports,6,371.02,37,4.5,0
CUST00501,37,Female,South,33900,17.9,Home & Living,1,259.74,48,4.0,0
CUST00502,33,Female,North,40000,33.8,Sports,11,329.5,54,4.6,0
CUST00503,43,Male,North,65300,19.9,Groceries,1,161.1,48,3.7,0
CUST00504,46,Female,North,48300,44.6,Beauty,8,298.2,6,3.2,0
CUST00505,26,Female,West,35900,14.6,Home & Living,5,233.07,34,3.2,0
CUST00506,19,Male,North,38300,55.3,Home & Living,10,520.77,63,4.5,0
CUST00507,18,Female,East,40400,35.0,Home & Living,6,395.45,48,4.7,0
CUST00508,41,Female,West,50600,34.7,Electronics,1,570.26,23,4.2,0
CUST00509,22,Female,East,31300,24.3,Beauty,2,105.55,13,2.3,1
CUST00510,18,Female,North,46100,39.1,Sports,7,325.91,47,2.9,0
CUST00511,40,Female,West,67700,65.3,Home & Living,9,707.99,44,4.8,0
CUST00512,65,Male,North,82100,18.7,Beauty,4,327.81,32,3.7,0
CUST00513,35,Female,West,48500,53.4,Home & Living,11,541.51,26,3.8,0
CUST00514,45,Female,Central,49000,38.9,Groceries,9,285.68,53,4.0,0
CUST00515,36,Male,East,41100,18.6,Groceries,1,183.58,14,4.7,0
CUST00516,34,Male,East,51600,27.4,Groceries,11,166.33,52,3.4,0
CUST00517,46,Male,East,60900,62.1,Fashion,13,524.2,36,4.7,0
CUST00518,32,Female,South,57800,33.6,Home & Living,6,293.57,8,3.4,0
CUST00519,38,Other,Central,56200,28.0,Fashion,8,366.54,40,2.5,0
CUST00520,39,Male,Central,37600,43.5,Beauty,14,246.92,22,2.8,0
CUST00521,27,Female,South,50400,46.1,Fashion,3,458.16,16,3.0,1
CUST00522,47,Male,West,49000,22.9,Beauty,3,224.51,60,4.8,0
CUST00523,33,Other,Central,42600,37.7,Beauty,1,243.77,60,4.9,0
CUST00524,26,Female,Central,42400,25.1,Beauty,5,113.25,10,3.5,0
CUST00525,41,Female,East,70800,63.1,Sports,12,491.82,25,3.2,0
CUST00526,24,Male,East,66400,65.8,Fashion,11,624.76,31,3.0,0
CUST00527,35,Male,South,53200,47.4,Sports,6,514.83,21,4.5,0
CUST00528,35,Male,Central,46100,40.9,Home & Living,1,421.56,33,2.6,0
CUST00529,48,Male,North,63600,64.1,Fashion,12,595.65,31,3.6,0
CUST00530,41,Female,East,60800,43.6,Home & Living,12,568.73,21,5.0,0
CUST00531,35,Female,South,44900,21.6,Home & Living,2,275.73,36,3.2,0
CUST00532,45,Other,South,72400,54.9,Beauty,10,438.15,65,3.1,0
CUST00533,52,Other,South,64300,67.0,Fashion,6,548.03,4,1.9,0
CUST00534,42,Female,Central,58200,29.5,Home & Living,6,479.93,68,5.0,0
CUST00535,35,Female,North,53700,37.0,Groceries,5,194.18,4,3.4,0
CUST00536,19,Female,East,37900,42.0,Home & Living,5,411.51,9,2.6,0
CUST00537,22,Female,North,44300,39.3,Groceries,4,124.17,30,3.3,0
CUST00538,31,Male,North,38800,21.6,Fashion,2,312.93,45,3.3,0
CUST00539,28,Male,East,36800,46.7,Sports,9,468.42,4,1.8,1
CUST00540,33,Male,East,36100,58.9,Fashion,6,370.48,69,4.8,0
CUST00541,36,Female,South,52600,42.6,Sports,6,368.93,23,3.5,0
CUST00542,41,Female,South,59900,32.2,Sports,5,388.74,16,4.0,0
CUST00543,34,Male,North,51000,21.4,Fashion,1,370.45,22,3.5,0
CUST00544,41,Female,South,67900,51.2,Home & Living,14,550.4,72,4.4,0
CUST00545,36,Female,Central,48500,51.0,Electronics,6,483.14,48,2.1,0
CUST00546,18,Male,Central,39300,44.0,Home & Living,5,491.95,62,4.8,0
CUST00547,24,Male,South,28600,29.4,Home & Living,2,331.09,60,3.1,0
CUST00548,33,Female,East,42600,28.0,Beauty,10,125.82,5,2.5,0
CUST00549,20,Female,Central,41300,25.7,Beauty,6,182.06,7,2.8,0
CUST00550,42,Female,North,61300,53.6,Home & Living,6,658.47,51,2.4,0
CUST00551,53,Female,West,60400,50.2,Groceries,12,313.09,65,3.6,0
CUST00552,50,Female,Central,59900,21.4,Sports,4,385.8,9,2.8,1
CUST00553,32,Female,North,31500,47.6,Beauty,9,250.17,45,3.4,0
CUST00554,53,Female,North,59800,45.7,Home & Living,7,522.35,47,2.6,0
CUST00555,37,Female,Central,57500,59.8,Electronics,8,762.0,67,5.0,1
CUST00556,31,Male,East,49500,24.0,Groceries,5,217.09,24,3.8,0
CUST00557,28,Male,North,46300,22.7,Fashion,2,256.04,10,2.6,0
CUST00558,31,Male,South,44800,35.4,Home & Living,11,345.11,48,3.4,0
CUST00559,30,Female,East,43600,42.8,Home & Living,3,485.61,35,4.4,0
CUST00560,37,Female,West,43500,55.8,Sports,14,405.7,54,3.7,0
CUST00561,37,Female,West,55700,50.3,Groceries,8,299.74,71,3.1,0
CUST00562,35,Male,Central,51500,37.0,Beauty,7,248.83,16,3.3,0
CUST00563,40,Male,South,56400,28.9,Beauty,7,274.3,53,3.0,0
CUST00564,49,Male,East,54900,51.9,Beauty,7,294.72,40,3.1,0
CUST00565,46,Male,East,37700,15.9,Fashion,5,239.78,20,3.4,0
CUST00566,18,Female,South,43200,60.2,Groceries,2,124.11,69,4.9,0
CUST00567,18,Male,North,29000,28.4,Groceries,3,88.38,45,5.0,0
CUST00568,46,Male,Central,49300,53.8,Beauty,6,252.35,6,4.3,1
CUST00569,19,Female,Central,40400,46.7,Beauty,4,327.83,69,4.1,0
CUST00570,32,Male,East,41700,33.2,Sports,5,349.24,49,5.0,0
CUST00571,21,Female,West,45400,34.8,Electronics,7,420.6,39,4.2,0
CUST00572,18,Female,South,38900,33.9,Electronics,8,556.8,2,2.5,0
CUST00573,41,Male,East,59000,47.7,Home & Living,9,673.45,39,4.0,0
CUST00574,44,Female,West,43100,32.5,Home & Living,3,373.44,21,3.0,0
CUST00575,28,Female,East,52700,36.0,Groceries,7,142.53,40,2.6,0
CUST00576,18,Female,Central,35700,34.0,Groceries,6,312.26,54,3.0,0
CUST00577,28,Male,West,38500,35.2,Fashion,9,252.89,12,3.2,0
CUST00578,40,Female,South,53300,13.8,Fashion,5,299.48,37,4.3,0
CUST00579,18,Female,West,17300,30.0,Electronics,5,323.1,38,4.5,0
CUST00580,37,Male,North,53100,28.5,Home & Living,2,479.23,15,2.5,0
CUST00581,35,Male,South,38500,18.0,Electronics,1,388.94,7,3.0,0
CUST00582,42,Other,South,41500,11.0,Electronics,1,309.6,50,4.2,0
CUST00583,36,Female,East,34900,7.7,Home & Living,1,149.26,65,4.1,0
CUST00584,23,Male,West,47600,25.4,Fashion,5,306.28,67,4.6,0
CUST00585,49,Female,East,54000,28.1,Sports,7,273.6,44,3.4,0
CUST00586,33,Male,West,59900,69.3,Sports,11,533.53,31,4.7,0
CUST00587,35,Male,East,42900,28.3,Sports,5,256.61,43,3.7,0
CUST00588,24,Male,South,23000,28.1,Home & Living,5,162.38,48,4.4,0
CUST00589,30,Male,West,33500,35.2,Beauty,4,300.78,61,3.7,0
CUST00590,24,Male,South,49500,44.1,Beauty,5,276.72,10,3.3,0
CUST00591,33,Male,South,44600,35.4,Beauty,1,185.58,29,2.2,0
CUST00592,56,Female,East,60700,24.0,Groceries,2,161.7,48,3.1,0
CUST00593,19,Male,South,35600,53.0,Fashion,10,405.6,62,3.9,0
CUST00594,18,Male,North,37800,59.0,Fashion,8,334.11,13,3.4,0
CUST00595,53,Female,West,73100,26.9,Groceries,4,222.59,44,5.0,0
CUST00596,32,Female,East,58200,32.9,Electronics,7,530.74,47,3.6,0
CUST00597,27,Female,East,37700,30.8,Sports,7,382.82,64,3.0,0
CUST00598,47,Male,Central,46000,20.7,Beauty,1,248.19,53,5.0,0
CUST00599,28,Male,East,38100,40.1,Sports,10,296.83,44,4.6,0
CUST00600,57,Male,Central,68800,34.3,Beauty,9,290.7,28,2.6,0
CUST00601,43,Male,North,45900,59.6,Sports,7,427.62,2,3.6,0
CUST00602,29,Male,East,34000,45.4,Electronics,5,559.46,57,4.7,0
CUST00603,61,Male,Central,72900,46.8,Sports,11,486.63,57,4.2,0
CUST00604,28,Male,East,41400,48.4,Sports,8,355.85,34,3.9,0
CUST00605,44,Male,West,55700,52.7,Home & Living,2,536.47,58,3.6,0
CUST00606,39,Male,South,44300,27.3,Sports,1,255.63,52,4.3,0
CUST00607,51,Male,North,59300,29.4,Home & Living,4,412.22,29,3.2,0
CUST00608,54,Male,East,55600,36.8,Fashion,3,289.51,35,1.5,0
CUST00609,35,Female,South,55800,53.0,Groceries,8,281.32,48,4.0,0
CUST00610,26,Female,Central,49400,43.4,Sports,7,397.81,33,2.3,0
CUST00611,41,Male,South,36200,9.4,Fashion,6,156.3,9,4.0,0
CUST00612,27,Female,Central,32600,21.3,Home & Living,3,377.76,48,3.0,0
CUST00613,59,Female,Central,54700,32.6,Sports,9,360.94,67,2.1,0
CUST00614,37,Male,South,43600,33.4,Sports,10,252.51,36,2.2,0
CUST00615,31,Female,South,43600,60.1,Electronics,14,734.32,71,4.3,0
CUST00616,37,Female,Central,36400,13.2,Fashion,3,245.03,44,3.9,0
CUST00617,19,Male,Central,25900,35.6,Beauty,1,226.17,60,2.8,0
CUST00618,23,Male,East,28500,47.6,Beauty,9,225.59,63,3.1,1
CUST00619,49,Female,South,61500,68.5,Electronics,15,880.95,5,3.5,0
CUST00620,27,Female,East,41600,31.7,Home & Living,5,343.74,40,4.5,0
CUST00621,22,Male,West,30200,37.1,Beauty,11,254.65,19,2.4,1
CUST00622,41,Male,South,54400,46.5,Beauty,10,216.02,47,4.1,0
CUST00623,49,Male,West,54700,39.4,Groceries,8,166.11,65,2.6,0
CUST00624,44,Female,North,53000,36.5,Fashion,9,505.16,67,4.4,0
CUST00625,47,Female,North,73000,54.4,Home & Living,10,578.55,18,4.1,0
CUST00626,26,Male,South,52200,13.1,Sports,1,227.59,50,4.2,0
CUST00627,18,Male,South,21600,35.4,Fashion,4,231.71,30,4.3,0
CUST00628,53,Female,South,70500,47.0,Home & Living,11,502.39,66,4.9,0
CUST00629,31,Male,East,51700,38.8,Beauty,4,163.31,5,4.6,0
CUST00630,32,Male,South,34900,55.2,Groceries,9,171.88,42,3.8,0
CUST00631,51,Female,North,68700,37.0,Fashion,3,481.37,5,4.8,0
CUST00632,42,Female,South,67500,42.7,Beauty,12,356.32,50,3.1,0
CUST00633,40,Female,Central,41900,56.1,Home & Living,14,475.17,58,3.9,0
CUST00634,61,Female,South,61600,27.2,Fashion,2,399.29,8,3.2,0
CUST00635,27,Male,East,50100,35.3,Sports,6,410.03,31,2.8,0
CUST00636,46,Male,East,59500,39.3,Fashion,5,431.94,12,1.5,0
CUST00637,36,Female,Central,53600,51.0,Beauty,10,308.44,21,4.1,0
CUST00638,38,Male,South,53400,42.6,Fashion,9,414.9,62,3.3,0
CUST00639,53,Male,West,66600,27.6,Sports,7,417.08,33,3.3,0
CUST00640,41,Male,West,40900,24.8,Groceries,5,218.6,26,4.7,0
CUST00641,41,Male,West,62300,37.3,Groceries,15,165.24,40,4.1,0
CUST00642,48,Male,North,69300,45.6,Beauty,5,380.91,65,5.0,0
CUST00643,31,Male,West,42300,40.7,Home & Living,2,428.47,59,4.1,0
CUST00644,25,Male,North,38900,40.6,Beauty,6,201.34,15,3.8,0
CUST00645,22,Male,East,22900,5.3,Groceries,1,58.16,1,2.9,0
CUST00646,18,Female,West,37900,50.2,Electronics,4,491.96,11,2.7,0
CUST00647,60,Female,North,74100,48.3,Electronics,5,692.67,55,4.6,0
CUST00648,22,Female,Central,36100,51.5,Fashion,6,418.77,2,2.9,0
CUST00649,32,Female,North,55300,48.7,Sports,5,402.71,65,4.6,0
CUST00650,32,Female,Central,42200,48.4,Fashion,10,421.42,44,3.4,0
CUST00651,39,Male,East,56200,47.1,Electronics,6,675.12,16,3.4,0
CUST00652,45,Female,North,47100,49.8,Groceries,8,140.2,22,3.3,0
CUST00653,45,Female,North,56000,45.5,Fashion,10,453.89,18,4.3,0
CUST00654,28,Female,Central,40200,34.2,Beauty,3,169.57,47,3.4,0
CUST00655,33,Male,North,48100,65.8,Sports,10,552.22,30,4.6,0
CUST00656,38,Male,North,47000,46.7,Beauty,9,225.95,10,2.5,0
CUST00657,32,Male,South,44000,43.2,Sports,1,345.69,58,4.2,0
CUST00658,54,Male,West,71300,30.3,Groceries,1,143.69,62,3.4,0
CUST00659,41,Female,East,48900,20.8,Fashion,5,345.48,6,4.1,0
CUST00660,44,Female,North,40900,33.7,Sports,7,285.25,67,3.4,0
CUST00661,43,Male,South,70300,50.6,Beauty,15,363.86,41,3.2,0
CUST00662,49,Other,South,72100,40.5,Fashion,7,555.54,43,2.9,0
CUST00663,37,Female,North,37800,32.4,Fashion,8,317.77,18,3.5,0
CUST00664,19,Male,South,40400,57.7,Beauty,9,354.15,58,4.5,0
CUST00665,40,Male,West,47500,44.0,Electronics,8,540.8,60,4.5,0
CUST00666,27,Male,North,43300,23.9,Sports,9,189.29,27,3.4,0
CUST00667,29,Male,South,45300,36.8,Beauty,1,275.04,68,3.6,0
CUST00668,42,Male,South,51600,27.9,Groceries,6,142.66,22,3.2,0
CUST00669,50,Male,Central,53400,31.2,Home & Living,12,451.15,24,3.4,0
CUST00670,35,Male,Central,41500,28.7,Beauty,6,224.44,40,3.9,0
CUST00671,39,Male,West,42900,27.4,Fashion,10,327.65,66,4.2,0
CUST00672,55,Female,South,57300,21.5,Fashion,2,254.05,40,5.0,0
CUST00673,38,Male,North,49700,36.2,Beauty,6,393.98,6,3.3,0
CUST00674,66,Female,South,67700,32.5,Home & Living,6,478.91,18,3.8,0
CUST00675,42,Male,South,59800,7.5,Beauty,1,258.42,30,3.6,0
CUST00676,18,Other,East,46700,67.5,Home & Living,8,514.19,21,3.3,0
CUST00677,44,Male,West,50200,49.0,Home & Living,5,506.4,62,4.4,0
CUST00678,40,Male,Central,54200,35.4,Groceries,8,104.57,10,2.9,0
CUST00679,50,Other,Central,65000,43.4,Sports,10,469.4,13,3.4,0
CUST00680,43,Female,South,58800,27.6,Fashion,6,364.87,9,4.2,0
CUST00681,33,Female,West,46700,58.0,Fashion,12,475.19,68,3.8,0
CUST00682,20,Male,South,41700,61.8,Home & Living,10,553.51,39,4.1,0
CUST00683,32,Male,North,49500,41.6,Fashion,11,336.04,24,1.5,1
CUST00684,25,Female,West,28100,41.1,Electronics,7,414.96,34,3.5,0
CUST00685,28,Female,North,49600,43.3,Home & Living,7,483.75,61,3.7,0
CUST00686,42,Female,South,61700,27.8,Fashion,4,525.81,41,3.9,0
CUST00687,55,Female,South,57900,32.0,Electronics,7,577.32,5,3.2,0
CUST00688,40,Male,West,52300,40.3,Groceries,5,224.7,50,3.9,0
CUST00689,21,Female,West,42000,33.4,Fashion,8,332.69,4,2.9,0
CUST00690,40,Male,South,50100,34.7,Electronics,2,670.36,51,4.4,0
CUST00691,49,Male,West,69300,45.1,Beauty,4,268.46,52,2.5,1
CUST00692,28,Male,South,63100,48.7,Sports,10,462.62,39,3.9,0
CUST00693,33,Female,East,39000,33.5,Beauty,5,139.83,8,2.4,0
CUST00694,35,Male,West,35300,17.1,Electronics,1,190.44,45,4.7,0
CUST00695,26,Male,West,42800,29.0,Home & Living,8,369.45,28,2.8,0
CUST00696,43,Female,Central,61000,27.7,Home & Living,3,440.78,27,4.4,0
CUST00697,34,Male,South,44800,47.8,Fashion,7,400.87,65,4.1,0
CUST00698,40,Female,West,65100,21.4,Beauty,8,273.85,34,2.1,0
CUST00699,24,Male,West,26400,41.9,Home & Living,12,523.79,62,3.4,0
CUST00700,30,Female,Central,49700,57.2,Home & Living,14,511.36,62,4.8,0
CUST00701,44,Female,North,49900,32.2,Beauty,5,298.48,38,4.3,0
CUST00702,31,Male,West,59800,15.3,Groceries,6,112.77,26,2.4,0
CUST00703,56,Male,East,83500,48.3,Home & Living,5,661.95,24,4.9,0
CUST00704,30,Male,South,36600,31.6,Sports,3,264.83,39,3.7,0
CUST00705,38,Male,East,45400,22.9,Electronics,1,419.82,21,4.2,0
CUST00706,46,Other,South,64800,38.2,Fashion,11,570.74,47,3.0,0
CUST00707,18,Male,East,29800,50.7,Home & Living,6,469.2,48,3.5,0
